date,ndx,vix,irx
20081113,1240.93,59.83,0.19
20081114,1179.63,66.31,0.13
20081117,1151.96,69.15,0.09
20081118,1155.75,67.64,0.11
20081119,1087.6,74.26,0.065
20081120,1036.51,80.86,0.005
20081121,1085.57,72.67,0.01
20081124,1154.34,64.7,0.01
20081125,1142.58,60.9,0.1
20081126,1193.09,54.92,0.03
20081128,1185.75,55.84,0.02
20081201,1091.16,68.51,0.01
20081202,1130.0,62.98,0.05
20081203,1166.2,60.72,0.015
20081204,1127.75,63.64,0.005
20081205,1177.87,59.93,0.01
20081208,1225.06,58.49,0.005
20081209,1212.45,58.91,0.01
20081210,1222.38,55.73,0.005
20081211,1180.46,55.78,0.01
20081212,1206.65,54.28,0.01
20081215,1181.87,56.76,0.005
20081216,1243.49,52.37,0.025
20081217,1225.86,49.84,0.005
20081218,1204.69,47.34,0.005
20081219,1217.19,44.93,0.005
20081222,1189.15,44.56,0.005
20081223,1183.19,45.02,0.005
20081224,1184.3,44.21,0.005
20081226,1185.44,43.38,0.005
20081229,1173.15,43.9,0.01
20081230,1201.34,41.63,0.09
20081231,1211.65,40.0,0.115
20090102,1263.7,39.19,0.085
20090105,1262.52,39.08,0.085
20090106,1274.49,38.56,0.13
20090107,1238.6,43.39,0.1
20090108,1252.52,42.56,0.08
20090109,1223.01,42.82,0.065
20090112,1201.13,45.84,0.065
20090113,1202.65,43.27,0.105
20090114,1163.42,49.14,0.11
20090115,1183.52,51.0,0.1
20090116,1198.14,46.11,0.115
20090120,1136.61,56.65,0.1
20090121,1185.76,46.42,0.11
20090122,1168.08,47.29,0.1
20090123,1175.89,47.27,0.09
20090126,1184.56,45.69,0.1
20090127,1194.41,42.25,0.13
20090128,1235.91,39.66,0.18
20090129,1203.85,42.63,0.22
20090130,1180.25,44.84,0.22
20090202,1195.75,45.52,0.245
20090203,1215.66,43.06,0.31
20090204,1215.43,43.85,0.29
20090205,1245.11,43.73,0.27
20090206,1277.49,43.37,0.27
20090209,1281.65,43.64,0.275
20090210,1229.29,46.67,0.305
20090211,1227.05,44.53,0.3
20090212,1242.81,41.25,0.285
20090213,1236.85,42.93,0.29
20090217,1187.04,48.66,0.285
20090218,1188.77,48.46,0.3
20090219,1167.89,47.08,0.3
20090220,1172.71,49.3,0.265
20090223,1128.97,52.62,0.27
20090224,1171.45,45.49,0.295
20090225,1160.83,44.67,0.295
20090226,1127.1,44.66,0.265
20090227,1116.99,46.35,0.25
20090302,1076.67,52.65,0.23
20090303,1080.67,50.93,0.265
20090304,1110.3,47.56,0.25
20090305,1074.52,50.17,0.2
20090306,1064.7,49.33,0.185
20090309,1043.87,49.68,0.2
20090310,1112.44,44.37,0.235
20090311,1125.95,43.61,0.22
20090312,1164.71,41.18,0.2
20090313,1168.52,42.36,0.19
20090316,1145.45,43.74,0.22
20090317,1192.17,40.8,0.225
20090318,1206.96,40.06,0.205
20090319,1204.21,43.68,0.19
20090320,1187.18,45.89,0.2
20090323,1259.81,43.23,0.19
20090324,1234.34,42.93,0.205
20090325,1236.66,42.25,0.185
20090326,1281.3,40.36,0.14
20090327,1251.47,41.04,0.125
20090330,1220.81,45.54,0.12
20090331,1237.01,44.14,0.2
20090401,1252.51,42.28,0.21
20090402,1294.3,42.04,0.19
20090403,1316.16,39.7,0.2
20090406,1313.1,40.93,0.185
20090407,1275.42,40.39,0.19
20090408,1300.75,38.85,0.18
20090409,1340.28,36.53,0.175
20090413,1336.67,37.81,0.17
20090414,1322.31,37.67,0.165
20090415,1316.51,36.17,0.14
20090416,1352.98,35.79,0.125
20090417,1353.92,33.94,0.13
20090420,1309.37,39.18,0.12
20090421,1329.06,37.14,0.14
20090422,1335.72,38.1,0.135
20090423,1344.41,37.15,0.095
20090424,1373.28,36.82,0.095
20090427,1369.94,38.32,0.09
20090428,1361.92,37.95,0.12
20090429,1382.38,36.08,0.095
20090430,1394.33,36.5,0.125
20090501,1396.62,35.3,0.145
20090504,1427.96,34.53,0.175
20090505,1423.81,33.36,0.175
20090506,1423.85,32.45,0.18
20090507,1389.83,33.44,0.18
20090508,1394.16,32.05,0.165
20090511,1395.79,32.87,0.155
20090512,1377.4,31.8,0.18
20090513,1339.83,33.65,0.17
20090514,1359.67,31.37,0.155
20090515,1355.11,33.12,0.155
20090518,1392.73,30.24,0.16
20090519,1398.05,28.8,0.175
20090520,1393.72,29.03,0.17
20090521,1367.39,31.35,0.175
20090522,1363.17,32.63,0.175
20090526,1412.61,30.62,0.165
20090527,1401.88,32.36,0.16
20090528,1420.31,31.67,0.135
20090529,1435.57,28.92,0.13
20090601,1477.12,30.04,0.085
20090602,1480.31,29.63,0.13
20090603,1475.44,31.02,0.13
20090604,1492.74,30.18,0.135
20090605,1493.21,29.62,0.18
20090608,1488.49,29.77,0.17
20090609,1501.55,28.27,0.175
20090610,1495.27,28.46,0.175
20090611,1497.01,28.11,0.17
20090612,1489.97,28.15,0.165
20090615,1456.96,30.81,0.155
20090616,1443.25,32.68,0.165
20090617,1455.89,31.54,0.165
20090618,1453.8,30.03,0.17
20090619,1471.23,27.99,0.17
20090622,1426.61,31.17,0.185
20090623,1424.46,30.58,0.195
20090624,1447.06,29.05,0.18
20090625,1475.82,26.36,0.165
20090626,1480.2,25.93,0.175
20090629,1483.83,25.35,0.16
20090630,1477.25,26.35,0.18
20090701,1481.34,26.22,0.165
20090702,1446.28,27.95,0.155
20090706,1441.01,29.0,0.155
20090707,1404.78,30.85,0.18
20090708,1411.53,31.3,0.175
20090709,1414.98,29.78,0.175
20090710,1419.84,29.02,0.165
20090713,1447.7,26.31,0.17
20090714,1452.84,25.02,0.175
20090715,1500.98,25.89,0.175
20090716,1518.87,25.42,0.165
20090717,1527.26,24.34,0.165
20090720,1544.0,24.4,0.16
20090721,1553.01,23.87,0.18
20090722,1565.0,23.47,0.18
20090723,1601.52,23.43,0.18
20090724,1599.06,23.09,0.18
20090727,1599.31,24.28,0.18
20090728,1605.47,25.01,0.185
20090729,1599.61,25.61,0.175
20090730,1609.87,25.4,0.175
20090731,1603.36,25.92,0.175
20090803,1628.12,25.56,0.175
20090804,1628.49,24.89,0.175
20090805,1614.44,24.9,0.175
20090806,1600.29,25.67,0.17
20090807,1619.49,24.76,0.17
20090810,1610.43,24.99,0.16
20090811,1594.69,25.99,0.18
20090812,1619.59,25.45,0.17
20090813,1628.65,24.71,0.165
20090814,1611.58,24.27,0.17
20090817,1564.89,27.89,0.17
20090818,1586.5,26.18,0.175
20090819,1596.61,26.26,0.165
20090820,1614.22,25.09,0.16
20090821,1637.78,25.01,0.16
20090824,1634.78,25.14,0.155
20090825,1639.9,24.92,0.155
20090826,1637.0,24.95,0.145
20090827,1640.97,24.68,0.14
20090828,1643.24,24.76,0.13
20090831,1625.19,26.01,0.13
20090901,1595.84,29.15,0.13
20090902,1594.28,28.9,0.13
20090903,1605.98,27.1,0.125
20090904,1638.07,25.26,0.125
20090908,1654.81,25.62,0.125
20090909,1669.23,24.32,0.135
20090910,1686.16,23.55,0.135
20090911,1685.46,24.15,0.135
20090914,1693.76,23.86,0.13
20090915,1699.53,23.42,0.125
20090916,1723.73,23.69,0.095
20090917,1721.09,23.65,0.095
20090918,1725.24,23.92,0.08
20090921,1731.58,24.06,0.09
20090922,1734.09,23.08,0.095
20090923,1724.27,23.49,0.095
20090924,1709.76,24.95,0.09
20090925,1694.15,25.61,0.09
20090928,1724.59,24.88,0.09
20090929,1717.67,25.19,0.12
20090930,1718.99,25.61,0.115
20091001,1666.41,28.27,0.095
20091002,1662.49,28.68,0.09
20091005,1675.64,26.84,0.09
20091006,1705.25,25.7,0.07
20091007,1710.45,24.68,0.06
20091008,1717.79,24.18,0.06
20091009,1727.76,23.12,0.065
20091012,1729.63,23.01,0.06
20091013,1730.27,22.99,0.06
20091014,1754.26,22.86,0.065
20091015,1753.36,21.72,0.055
20091016,1739.32,21.43,0.06
20091019,1756.68,21.49,0.06
20091020,1756.19,20.9,0.075
20091021,1753.56,22.22,0.065
20091022,1763.15,20.69,0.05
20091023,1753.63,22.27,0.05
20091026,1746.75,24.31,0.05
20091027,1722.46,24.83,0.07
20091028,1682.06,27.91,0.06
20091029,1711.27,24.76,0.05
20091030,1667.13,30.69,0.045
20091102,1672.91,29.78,0.04
20091103,1679.2,28.81,0.05
20091104,1680.67,27.72,0.045
20091105,1721.09,25.43,0.035
20091106,1730.76,24.19,0.045
20091109,1768.4,23.15,0.045
20091110,1773.17,22.84,0.06
20091111,1782.95,23.04,0.06
20091112,1773.14,24.24,0.055
20091113,1788.61,23.36,0.055
20091116,1807.56,22.89,0.055
20091117,1812.21,22.41,0.055
20091118,1801.74,21.63,0.03
20091119,1773.19,22.63,0.005
20091120,1764.39,22.19,0.01
20091123,1792.94,21.16,0.02
20091124,1786.25,20.47,0.04
20091125,1793.67,20.48,0.04
20091127,1765.46,24.85,0.025
20091130,1767.43,24.51,0.05
20091201,1787.71,21.92,0.05
20091202,1790.82,21.12,0.04
20091203,1782.91,22.46,0.04
20091204,1791.91,21.25,0.04
20091207,1783.65,22.1,0.015
20091208,1772.73,23.69,0.025
20091209,1789.7,22.66,0.025
20091210,1799.37,22.32,0.025
20091211,1792.06,21.59,0.02
20091214,1809.09,21.15,0.02
20091215,1798.21,21.49,0.04
20091216,1800.82,20.54,0.035
20091217,1778.27,22.51,0.04
20091218,1807.36,21.68,0.04
20091221,1828.79,20.49,0.045
20091222,1839.51,19.54,0.07
20091223,1851.99,19.71,0.055
20091224,1869.84,19.47,0.04
20091228,1878.18,19.93,0.055
20091229,1872.02,20.01,0.095
20091230,1878.65,19.96,0.04
20091231,1860.31,21.68,0.05
20100104,1886.7,20.04,0.055
20100105,1888.43,19.35,0.06
20100106,1878.42,19.16,0.045
20100107,1876.72,19.06,0.045
20100108,1892.59,18.13,0.04
20100111,1886.24,17.55,0.025
20100112,1861.79,18.25,0.04
20100113,1886.13,17.85,0.05
20100114,1886.52,17.63,0.045
20100115,1864.52,17.91,0.055
20100119,1895.48,17.58,0.05
20100120,1867.95,18.68,0.05
20100121,1850.57,22.27,0.04
20100122,1794.82,27.31,0.045
20100125,1802.39,25.41,0.045
20100126,1803.86,24.55,0.065
20100127,1818.9,23.14,0.07
20100128,1771.1,23.73,0.07
20100129,1741.04,24.62,0.07
20100201,1760.72,22.59,0.085
20100202,1776.92,21.48,0.09
20100203,1784.7,21.6,0.09
20100204,1732.99,26.08,0.085
20100205,1746.12,26.11,0.085
20100208,1734.88,26.51,0.09
20100209,1753.84,26.0,0.1
20100210,1749.76,25.4,0.1
20100211,1775.74,23.96,0.095
20100212,1779.11,22.73,0.09
20100216,1802.06,22.25,0.085
20100217,1810.86,21.72,0.09
20100218,1823.39,20.63,0.085
20100219,1823.32,20.02,0.095
20100222,1817.63,19.94,0.085
20100223,1793.82,21.37,0.115
20100224,1812.51,20.27,0.11
20100225,1812.91,20.1,0.115
20100226,1818.68,19.5,0.115
20100301,1846.4,19.26,0.12
20100302,1851.21,19.06,0.125
20100303,1851.57,18.83,0.135
20100304,1859.72,18.72,0.135
20100305,1888.56,17.42,0.145
20100308,1890.89,17.79,0.145
20100309,1901.38,17.92,0.15
20100310,1917.35,18.57,0.145
20100311,1923.81,18.06,0.145
20100312,1924.43,17.58,0.14
20100315,1920.09,18.0,0.145
20100316,1932.24,17.69,0.155
20100317,1936.22,16.91,0.15
20100318,1943.94,16.62,0.145
20100319,1932.43,16.97,0.145
20100322,1949.59,16.87,0.14
20100323,1963.2,16.35,0.13
20100324,1951.84,17.55,0.135
20100325,1949.15,18.4,0.13
20100326,1952.63,17.77,0.13
20100329,1961.22,17.59,0.125
20100330,1967.96,17.13,0.15
20100331,1958.34,17.59,0.15
20100401,1959.56,17.47,0.15
20100405,1977.83,17.02,0.16
20100406,1981.95,16.23,0.165
20100407,1977.3,16.62,0.16
20100408,1980.73,16.48,0.155
20100409,1994.43,16.14,0.15
20100412,1995.65,15.58,0.135
20100413,2003.81,16.2,0.15
20100414,2028.82,15.59,0.155
20100415,2038.64,15.89,0.15
20100416,2012.84,18.36,0.15
20100419,2013.53,17.34,0.15
20100420,2023.6,15.73,0.145
20100421,2034.53,16.32,0.145
20100422,2045.16,16.47,0.15
20100423,2055.33,16.62,0.155
20100426,2049.09,17.47,0.15
20100427,2006.25,22.81,0.145
20100428,2007.59,21.08,0.155
20100429,2042.89,18.44,0.16
20100430,2000.63,22.05,0.155
20100503,2031.6,20.19,0.16
20100504,1968.97,23.84,0.155
20100505,1958.26,24.91,0.145
20100506,1893.75,32.8,0.1
20100507,1849.44,40.95,0.12
20100510,1942.61,28.84,0.145
20100511,1940.48,28.32,0.15
20100512,1975.58,25.52,0.15
20100513,1945.52,26.68,0.155
20100514,1907.1,31.24,0.145
20100517,1915.45,30.84,0.15
20100518,1887.06,33.55,0.165
20100519,1873.42,35.32,0.165
20100520,1800.12,45.79,0.155
20100521,1822.77,40.1,0.15
20100524,1815.28,38.32,0.15
20100525,1815.68,34.61,0.16
20100526,1796.47,35.02,0.16
20100527,1862.71,29.68,0.16
20100528,1852.39,32.07,0.15
20100601,1835.04,35.54,0.145
20100602,1879.59,30.17,0.145
20100603,1895.66,29.46,0.13
20100604,1832.04,35.48,0.12
20100607,1798.16,36.57,0.105
20100608,1795.7,33.7,0.11
20100609,1778.92,33.73,0.095
20100610,1830.09,30.57,0.085
20100611,1847.15,28.79,0.07
20100614,1845.48,28.58,0.055
20100615,1897.48,25.87,0.08
20100616,1905.31,25.92,0.09
20100617,1910.65,25.05,0.09
20100618,1913.48,23.95,0.095
20100621,1895.84,24.88,0.105
20100622,1880.54,27.05,0.125
20100623,1874.42,26.91,0.12
20100624,1844.59,29.74,0.125
20100625,1838.52,28.53,0.125
20100628,1836.0,29.0,0.135
20100629,1764.06,34.13,0.16
20100630,1739.14,34.54,0.17
20100701,1734.41,32.86,0.165
20100702,1728.34,30.12,0.16
20100706,1734.68,29.65,0.16
20100707,1789.72,26.84,0.155
20100708,1798.31,25.71,0.145
20100709,1814.79,24.98,0.145
20100712,1821.03,24.43,0.14
20100713,1845.03,24.56,0.145
20100714,1853.41,24.89,0.145
20100715,1856.24,25.14,0.145
20100716,1803.48,26.25,0.145
20100719,1819.28,25.97,0.145
20100720,1840.67,23.93,0.15
20100721,1817.3,25.64,0.15
20100722,1863.1,24.63,0.145
20100723,1875.38,23.47,0.145
20100726,1890.4,22.73,0.145
20100727,1888.81,23.19,0.15
20100728,1872.62,24.25,0.145
20100729,1860.3,24.13,0.145
20100730,1864.0,23.5,0.14
20100802,1898.99,22.01,0.14
20100803,1891.81,22.63,0.15
20100804,1909.2,22.21,0.145
20100805,1904.95,22.1,0.14
20100806,1902.88,21.74,0.14
20100809,1915.17,22.14,0.14
20100810,1899.24,22.37,0.145
20100811,1845.38,25.39,0.145
20100812,1832.17,25.73,0.15
20100813,1818.8,26.24,0.145
20100816,1821.51,26.1,0.15
20100817,1845.37,24.33,0.155
20100818,1850.8,24.59,0.15
20100819,1823.0,26.44,0.145
20100820,1825.75,25.49,0.145
20100823,1808.31,25.66,0.15
20100824,1775.27,27.46,0.155
20100825,1790.88,26.7,0.15
20100826,1769.02,27.37,0.145
20100827,1791.64,24.45,0.14
20100830,1772.07,27.21,0.13
20100831,1767.43,26.05,0.135
20100901,1820.05,23.89,0.13
20100902,1840.58,23.19,0.125
20100903,1870.31,21.31,0.125
20100907,1856.5,23.8,0.12
20100908,1880.0,23.25,0.13
20100909,1886.14,22.81,0.135
20100910,1892.34,21.99,0.135
20100913,1921.67,21.21,0.135
20100914,1928.59,21.56,0.145
20100915,1939.6,22.1,0.15
20100916,1948.11,21.72,0.15
20100917,1955.83,22.01,0.145
20100920,1989.43,21.5,0.15
20100921,1989.11,22.35,0.155
20100922,1982.76,22.51,0.155
20100923,1982.15,23.87,0.15
20100924,2023.84,21.71,0.14
20100927,2010.99,22.54,0.13
20100928,2012.43,22.6,0.15
20100929,2009.08,23.25,0.155
20100930,1998.04,23.7,0.155
20101001,1996.6,22.5,0.15
20101004,1975.33,23.53,0.145
20101005,2024.63,21.76,0.115
20101006,2006.52,21.49,0.115
20101007,2011.63,21.56,0.115
20101008,2027.03,20.71,0.115
20101011,2026.98,18.96,0.115
20101012,2041.55,18.93,0.115
20101013,2057.25,19.07,0.13
20101014,2054.51,19.88,0.135
20101015,2097.73,19.03,0.135
20101018,2104.15,19.09,0.135
20101019,2069.73,20.63,0.135
20101020,2085.75,19.79,0.135
20101021,2090.1,19.27,0.12
20101022,2104.21,18.78,0.12
20101025,2113.55,19.85,0.115
20101026,2119.05,20.22,0.13
20101027,2125.88,20.71,0.13
20101028,2129.73,20.88,0.125
20101029,2124.45,21.2,0.11
20101101,2128.42,21.83,0.105
20101102,2151.72,21.57,0.125
20101103,2158.36,19.56,0.12
20101104,2187.8,18.52,0.115
20101105,2186.71,18.26,0.12
20101108,2188.94,18.29,0.11
20101109,2176.88,19.08,0.125
20101110,2187.74,18.47,0.125
20101111,2173.11,18.64,0.125
20101112,2137.95,20.61,0.125
20101115,2131.48,20.2,0.13
20101116,2093.63,22.58,0.135
20101117,2100.0,21.76,0.135
20101118,2134.77,18.75,0.135
20101119,2135.27,18.04,0.13
20101122,2150.86,18.37,0.125
20101123,2116.61,20.63,0.14
20101124,2160.52,19.56,0.15
20101126,2153.91,22.22,0.155
20101129,2144.56,21.53,0.155
20101130,2117.33,23.54,0.16
20101201,2162.83,21.36,0.155
20101202,2185.3,19.39,0.145
20101203,2191.17,18.01,0.13
20101206,2189.81,18.02,0.125
20101207,2189.35,17.99,0.14
20101208,2200.6,17.74,0.135
20101209,2201.57,17.25,0.135
20101210,2215.34,17.61,0.115
20101213,2207.45,17.55,0.12
20101214,2212.59,17.61,0.135
20101215,2202.45,17.94,0.135
20101216,2218.02,17.39,0.125
20101217,2218.29,16.11,0.105
20101220,2223.04,16.41,0.1
20101221,2234.57,16.49,0.13
20101222,2235.91,15.45,0.13
20101223,2230.27,16.47,0.13
20101227,2229.86,17.67,0.12
20101228,2227.42,17.52,0.14
20101229,2231.64,17.28,0.125
20101230,2225.72,17.52,0.11
20101231,2217.86,17.75,0.115
20110103,2254.23,17.61,0.12
20110104,2251.46,17.38,0.135
20110105,2270.4,17.02,0.135
20110106,2277.51,17.4,0.14
20110107,2276.7,17.14,0.135
20110110,2284.38,17.54,0.135
20110111,2288.73,16.89,0.145
20110112,2304.88,16.24,0.145
20110113,2305.53,16.39,0.14
20110114,2323.43,15.46,0.145
20110118,2328.79,15.87,0.145
20110119,2303.32,17.31,0.155
20110120,2286.08,17.99,0.155
20110121,2268.32,18.47,0.15
20110124,2300.39,17.65,0.15
20110125,2304.03,17.59,0.15
20110126,2314.19,16.64,0.155
20110127,2330.07,16.15,0.14
20110128,2270.51,20.04,0.135
20110131,2281.91,19.53,0.145
20110201,2324.95,17.63,0.15
20110202,2321.09,17.3,0.15
20110203,2323.07,16.69,0.145
20110204,2338.2,15.93,0.145
20110207,2349.2,16.28,0.14
20110208,2363.61,15.81,0.145
20110209,2360.95,15.87,0.13
20110210,2364.35,16.09,0.11
20110211,2379.15,15.69,0.11
20110214,2385.6,15.95,0.11
20110215,2381.92,16.37,0.125
20110216,2397.94,16.72,0.11
20110217,2397.57,16.59,0.09
20110218,2392.47,16.43,0.09
20110222,2322.86,20.8,0.1
20110223,2300.94,22.13,0.115
20110224,2313.31,21.32,0.12
20110225,2346.29,19.22,0.125
20110228,2350.99,18.35,0.135
20110301,2315.26,21.01,0.13
20110302,2326.77,20.7,0.12
20110303,2371.76,18.6,0.125
20110304,2359.96,19.06,0.11
20110307,2328.07,20.66,0.1
20110308,2337.55,19.82,0.105
20110309,2322.69,20.22,0.095
20110310,2284.29,21.88,0.065
20110311,2299.26,20.08,0.07
20110314,2290.72,21.13,0.075
20110315,2259.62,24.32,0.095
20110316,2202.97,29.4,0.085
20110317,2225.24,26.37,0.07
20110318,2221.07,24.44,0.065
20110321,2262.7,20.61,0.07
20110322,2257.96,20.21,0.09
20110323,2270.5,19.17,0.085
20110324,2312.09,18.0,0.08
20110325,2316.36,17.91,0.08
20110328,2303.1,19.44,0.08
20110329,2325.54,18.16,0.095
20110330,2336.52,17.71,0.095
20110331,2338.99,17.74,0.09
20110401,2342.92,17.4,0.055
20110404,2334.54,17.5,0.035
20110405,2327.87,17.25,0.065
20110406,2332.34,16.9,0.05
20110407,2332.88,17.11,0.035
20110408,2321.18,17.87,0.035
20110411,2314.5,16.59,0.035
20110412,2298.3,17.09,0.045
20110413,2316.63,16.92,0.05
20110414,2311.25,16.27,0.065
20110415,2307.58,15.32,0.06
20110418,2292.34,16.96,0.055
20110419,2306.77,15.83,0.055
20110420,2357.76,15.07,0.055
20110421,2377.3,14.69,0.045
20110425,2383.72,15.77,0.045
20110426,2396.03,15.62,0.055
20110427,2413.59,15.35,0.05
20110428,2409.9,14.62,0.035
20110429,2404.08,14.75,0.04
20110502,2404.24,15.99,0.03
20110503,2392.8,16.7,0.025
20110504,2387.51,17.08,0.02
20110505,2375.21,18.2,0.01
20110506,2383.18,18.4,0.005
20110509,2390.97,17.16,0.005
20110510,2411.35,15.91,0.025
20110511,2393.08,16.95,0.02
20110512,2407.89,16.03,0.02
20110513,2379.24,17.07,0.02
20110516,2337.85,18.24,0.02
20110517,2343.51,17.55,0.035
20110518,2362.95,16.23,0.04
20110519,2369.67,15.52,0.04
20110520,2351.43,17.43,0.04
20110523,2316.78,18.27,0.045
20110524,2303.55,17.82,0.05
20110525,2310.95,17.07,0.045
20110526,2325.93,16.09,0.045
20110527,2336.09,15.98,0.035
20110531,2372.54,15.45,0.04
20110601,2322.48,18.3,0.04
20110602,2326.7,18.09,0.035
20110603,2292.31,17.95,0.03
20110606,2274.48,18.49,0.03
20110607,2268.96,18.07,0.04
20110608,2252.89,18.79,0.035
20110609,2256.65,17.77,0.04
20110610,2221.09,18.86,0.035
20110613,2222.28,19.61,0.04
20110614,2250.34,18.26,0.05
20110615,2209.01,21.32,0.045
20110616,2199.93,22.73,0.035
20110617,2192.96,21.85,0.025
20110620,2204.36,19.99,0.015
20110621,2251.82,18.86,0.02
20110622,2235.75,18.52,0.01
20110623,2255.05,19.29,0.005
20110624,2217.06,21.1,0.01
20110627,2252.24,20.56,0.015
20110628,2285.75,19.17,0.025
20110629,2294.43,17.27,0.02
20110630,2325.07,16.52,0.015
20110701,2361.39,15.87,0.01
20110705,2371.21,16.06,0.01
20110706,2378.58,16.34,0.005
20110707,2412.89,15.95,0.02
20110708,2405.89,15.95,0.02
20110711,2362.0,18.39,0.015
20110712,2343.79,19.87,0.03
20110713,2352.43,19.91,0.005
20110714,2325.06,20.8,0.005
20110715,2356.67,19.53,0.005
20110718,2344.01,20.95,0.005
20110719,2398.17,19.21,0.025
20110720,2387.8,19.09,0.02
20110721,2404.24,17.56,0.035
20110722,2429.5,17.52,0.03
20110725,2424.15,19.35,0.035
20110726,2429.45,20.23,0.065
20110727,2367.16,22.98,0.07
20110728,2371.77,23.74,0.065
20110729,2362.81,25.25,0.09
20110801,2354.05,23.66,0.075
20110802,2292.85,24.79,0.05
20110803,2312.78,23.38,0.01
20110804,2207.2,31.66,0.01
20110805,2194.38,32.0,0.01
20110808,2060.29,48.0,0.015
20110809,2160.79,35.06,0.03
20110810,2073.09,42.99,0.015
20110811,2167.07,39.0,0.01
20110812,2182.05,36.36,0.005
20110815,2214.12,31.87,0.005
20110816,2194.27,32.85,0.02
20110817,2181.62,31.58,0.005
20110818,2073.03,42.67,0.01
20110819,2038.22,43.05,0.01
20110822,2044.73,42.44,0.005
20110823,2129.27,36.27,0.005
20110824,2145.04,35.9,0.01
20110825,2108.21,39.76,0.01
20110826,2161.97,35.59,0.01
20110829,2223.96,32.28,0.005
20110830,2237.69,32.89,0.015
20110831,2241.01,31.62,0.015
20110901,2219.05,31.82,0.01
20110902,2167.83,33.92,0.015
20110906,2167.6,37.0,0.015
20110907,2223.75,33.38,0.015
20110908,2214.29,34.32,0.01
20110909,2163.66,38.52,0.005
20110912,2191.84,38.59,0.005
20110913,2220.58,36.91,0.005
20110914,2252.75,34.6,0.005
20110915,2286.56,31.97,0.005
20110916,2306.09,30.98,0.005
20110919,2308.76,32.73,0.005
20110920,2295.89,32.86,0.005
20110921,2258.3,37.32,0.005
20110922,2184.59,41.35,0.005
20110923,2206.86,41.25,0.005
20110926,2234.28,39.02,0.005
20110927,2253.55,37.71,0.01
20110928,2220.84,41.08,0.01
20110929,2197.68,38.84,0.01
20110930,2139.18,42.96,0.01
20111003,2085.04,45.45,0.02
20111004,2129.21,40.82,0.005
20111005,2182.77,37.81,0.005
20111006,2217.99,36.27,0.005
20111007,2202.76,36.2,0.005
20111010,2278.65,33.02,0.005
20111011,2294.92,32.86,0.005
20111012,2307.18,31.26,0.015
20111013,2326.88,30.7,0.015
20111014,2371.94,28.24,0.015
20111017,2334.38,33.39,0.02
20111018,2364.87,31.56,0.025
20111019,2316.81,34.44,0.02
20111020,2306.29,34.78,0.015
20111021,2335.93,31.32,0.015
20111024,2384.42,29.26,0.005
20111025,2335.87,32.22,0.015
20111026,2334.79,29.86,0.015
20111027,2399.83,25.46,0.01
20111028,2401.29,24.53,0.01
20111031,2360.08,29.96,0.005
20111101,2298.37,34.77,0.005
20111102,2318.32,32.74,0.005
20111103,2367.71,30.5,0.005
20111104,2356.32,30.16,0.005
20111107,2371.04,29.85,0.005
20111108,2400.01,27.48,0.005
20111109,2314.1,36.16,0.005
20111110,2312.07,32.81,0.005
20111111,2355.78,30.04,0.005
20111114,2341.32,31.13,0.005
20111115,2366.24,31.22,0.01
20111116,2324.37,33.51,0.005
20111117,2272.09,34.51,0.005
20111118,2253.95,32.0,0.005
20111121,2211.14,32.91,0.005
20111122,2216.33,31.97,0.015
20111123,2166.54,33.98,0.015
20111125,2150.88,34.47,0.005
20111128,2224.22,32.13,0.01
20111129,2211.39,30.64,0.015
20111130,2295.2,27.8,0.015
20111201,2309.2,27.41,0.015
20111202,2302.04,27.52,0.015
20111205,2326.95,27.84,0.015
20111206,2321.49,28.13,0.005
20111207,2320.54,28.67,0.005
20111208,2282.59,30.59,0.005
20111209,2318.68,26.38,0.005
20111212,2292.24,25.67,0.005
20111213,2268.37,25.41,0.005
20111214,2233.03,26.04,0.005
20111215,2226.71,25.11,0.005
20111216,2238.18,24.29,0.005
20111219,2215.27,24.92,0.005
20111220,2281.94,23.22,0.005
20111221,2249.03,21.43,0.005
20111222,2266.77,21.16,0.005
20111223,2287.57,20.73,0.005
20111227,2293.12,21.91,0.005
20111228,2267.08,23.52,0.005
20111229,2285.07,22.65,0.005
20111230,2277.83,23.4,0.005
20120103,2321.96,22.97,0.005
20120104,2329.71,22.22,0.01
20120105,2348.98,21.48,0.01
20120106,2356.17,20.63,0.015
20120109,2350.65,21.07,0.005
20120110,2367.38,20.69,0.01
20120111,2372.25,21.05,0.015
20120112,2381.99,20.47,0.02
20120113,2371.98,20.91,0.02
20120117,2393.24,22.2,0.02
20120118,2425.96,20.89,0.025
20120119,2441.7,19.87,0.04
20120120,2437.02,18.28,0.04
20120123,2437.22,18.67,0.035
20120124,2433.96,18.91,0.035
20120125,2465.66,18.31,0.035
20120126,2454.63,18.57,0.045
20120127,2461.77,18.53,0.05
20120130,2465.32,19.4,0.045
20120131,2467.95,19.44,0.055
20120201,2488.18,18.55,0.055
20120202,2495.83,17.98,0.075
20120203,2529.17,17.1,0.07
20120206,2528.3,17.76,0.065
20120207,2532.06,17.65,0.08
20120208,2545.72,18.16,0.075
20120209,2563.93,18.63,0.085
20120210,2547.32,20.79,0.08
20120213,2569.49,19.04,0.095
20120214,2575.24,19.54,0.11
20120215,2556.01,21.14,0.105
20120216,2592.29,19.22,0.095
20120217,2584.24,17.78,0.075
