date,ndx,vix,irx
20031010,1404.87,18.45,0.887
20031013,1414.72,17.55,0.887
20031014,1420.66,17.37,0.887
20031015,1417.59,17.69,0.903
20031016,1426.71,17.19,0.902
20031017,1394.02,17.62,0.907
20031020,1409.31,17.04,0.912
20031021,1422.13,16.55,0.936
20031022,1387.4,17.67,0.932
20031023,1378.11,17.68,0.93
20031024,1370.61,17.71,0.927
20031027,1377.41,18.05,0.941
20031028,1420.02,16.82,0.945
20031029,1419.92,16.43,0.937
20031030,1417.38,16.33,0.932
20031031,1416.39,16.1,0.932
20031103,1443.13,16.55,0.921
20031104,1429.38,16.55,0.928
20031105,1429.56,16.86,0.933
20031106,1440.08,16.74,0.927
20031107,1436.73,16.93,0.932
20031110,1414.62,17.62,0.922
20031111,1409.64,17.54,0.922
20031112,1443.52,16.75,0.928
20031113,1439.87,16.47,0.927
20031114,1407.51,16.94,0.927
20031117,1393.75,18.6,0.928
20031118,1364.7,19.11,0.936
20031119,1378.9,18.8,0.927
20031120,1363.49,19.48,0.922
20031121,1373.32,18.98,0.912
20031124,1419.31,17.44,0.917
20031125,1411.36,16.71,0.92
20031126,1420.11,16.23,0.912
20031128,1424.25,16.32,0.908
20031201,1447.08,16.77,0.897
20031202,1431.89,16.27,0.917
20031203,1419.77,16.63,0.912
20031204,1432.38,16.3,0.901
20031205,1406.91,17.09,0.895
20031208,1418.05,16.54,0.892
20031209,1383.66,17.63,0.892
20031210,1388.96,17.87,0.887
20031211,1416.96,16.73,0.872
20031212,1417.27,16.41,0.877
20031215,1396.82,17.23,0.88
20031216,1403.28,15.93,0.878
20031217,1400.0,15.58,0.872
20031218,1431.31,16.16,0.863
20031219,1426.17,16.42,0.858
20031222,1431.71,16.94,0.861
20031223,1448.17,16.49,0.882
20031224,1443.19,16.66,0.872
20031226,1443.86,17.45,0.847
20031229,1470.37,17.09,0.857
20031230,1470.01,17.68,0.912
20031231,1467.92,18.31,0.907
20040102,1463.57,18.22,0.902
20040105,1496.58,17.49,0.902
20040106,1501.26,16.73,0.901
20040107,1514.26,15.5,0.886
20040108,1530.65,15.61,0.847
20040109,1520.46,16.75,0.842
20040112,1539.77,16.82,0.847
20040113,1524.78,18.04,0.862
20040114,1534.08,16.75,0.858
20040115,1532.01,15.56,0.852
20040116,1553.62,15.0,0.862
20040120,1552.87,15.21,0.857
20040121,1546.6,14.34,0.867
20040122,1530.42,14.71,0.852
20040123,1531.21,14.84,0.867
20040126,1553.66,14.55,0.882
20040127,1519.23,15.35,0.897
20040128,1491.57,16.78,0.917
20040129,1496.4,17.14,0.917
20040130,1493.08,16.63,0.897
20040202,1487.84,17.11,0.902
20040203,1491.85,17.34,0.912
20040204,1462.61,17.87,0.912
20040205,1465.03,17.71,0.911
20040206,1498.95,16.0,0.907
20040209,1490.91,16.39,0.912
20040210,1500.29,15.94,0.921
20040211,1514.18,15.39,0.91
20040212,1501.34,15.31,0.898
20040213,1484.47,15.58,0.897
20040217,1506.57,15.4,0.897
20040218,1507.49,15.59,0.912
20040219,1484.8,15.8,0.912
20040220,1482.1,16.04,0.916
20040223,1463.75,16.29,0.927
20040224,1462.05,15.9,0.938
20040225,1470.22,14.93,0.938
20040226,1477.13,14.83,0.932
20040227,1470.38,14.55,0.927
20040301,1489.49,14.44,0.936
20040302,1473.22,14.86,0.942
20040303,1466.09,14.55,0.942
20040304,1481.36,14.4,0.941
20040305,1472.99,14.48,0.931
20040308,1441.12,15.79,0.927
20040309,1437.47,16.6,0.932
20040310,1417.5,18.67,0.937
20040311,1402.2,20.67,0.937
20040312,1431.4,18.3,0.932
20040315,1399.87,21.13,0.932
20040316,1407.07,20.34,0.938
20040317,1428.89,18.11,0.918
20040318,1417.77,18.53,0.917
20040319,1398.58,19.15,0.917
20040322,1381.39,21.58,0.923
20040323,1370.04,20.67,0.923
20040324,1381.86,19.81,0.918
20040325,1425.86,17.88,0.917
20040326,1415.39,17.33,0.922
20040329,1442.31,16.5,0.923
20040330,1445.25,16.28,0.933
20040331,1438.41,16.74,0.923
20040401,1453.22,16.65,0.916
20040402,1490.3,15.64,0.927
20040405,1508.37,14.97,0.912
20040406,1493.58,15.32,0.918
20040407,1481.96,15.76,0.918
20040408,1485.51,16.26,0.913
20040412,1495.93,15.28,0.912
20040413,1472.88,17.26,0.922
20040414,1475.66,15.62,0.934
20040415,1459.45,15.74,0.927
20040416,1449.06,14.94,0.917
20040419,1473.48,15.42,0.922
20040420,1436.9,16.67,0.947
20040421,1451.01,15.6,0.967
20040422,1485.5,14.61,0.937
20040423,1497.01,14.01,0.952
20040426,1480.53,14.77,0.943
20040427,1479.47,15.07,0.962
20040428,1453.03,16.29,0.948
20040429,1431.36,16.6,0.949
20040430,1401.36,17.19,0.952
20040503,1415.29,16.62,0.959
20040504,1422.11,16.55,0.986
20040505,1428.42,15.77,0.967
20040506,1415.6,17.05,0.971
20040507,1406.19,18.13,1.037
20040510,1397.1,19.77,1.027
20040511,1421.89,18.57,1.031
20040512,1414.83,18.14,1.007
20040513,1417.09,18.86,0.98
20040514,1399.85,18.47,0.969
20040517,1379.9,19.96,0.977
20040518,1397.47,19.33,1.027
20040519,1396.34,18.93,1.016
20040520,1396.87,18.67,1.004
20040521,1408.17,18.49,1.004
20040524,1413.97,18.08,1.012
20040525,1447.72,15.96,1.057
20040526,1453.87,15.97,1.052
20040527,1463.11,15.28,1.039
20040528,1466.22,15.5,1.052
20040601,1468.54,16.3,1.093
20040602,1464.22,16.08,1.142
20040603,1445.21,17.03,1.147
20040604,1455.04,16.78,1.177
20040607,1491.45,15.39,1.184
20040608,1495.97,15.01,1.242
20040609,1469.5,15.39,1.242
20040610,1481.27,15.04,1.267
20040614,1458.64,16.07,1.339
20040615,1479.2,15.05,1.312
20040616,1479.99,14.79,1.277
20040617,1464.03,15.15,1.242
20040618,1464.65,14.99,1.247
20040621,1453.23,15.26,1.238
20040622,1474.87,14.31,1.293
20040623,1493.52,13.98,1.257
20040624,1488.31,14.81,1.254
20040625,1498.38,15.19,1.272
20040628,1493.07,16.07,1.282
20040629,1505.65,15.47,1.352
20040630,1516.64,14.34,1.303
20040701,1489.57,15.2,1.197
20040702,1481.19,15.08,1.263
20040706,1445.71,16.25,1.254
20040707,1452.49,15.81,1.268
20040708,1431.13,16.2,1.251
20040709,1440.0,15.78,1.247
20040712,1432.11,14.96,1.262
20040713,1428.68,14.46,1.315
20040714,1416.05,13.76,1.317
20040715,1415.92,14.71,1.317
20040716,1392.17,14.34,1.312
20040719,1396.77,15.17,1.302
20040720,1421.07,14.17,1.332
20040721,1386.57,16.41,1.322
20040722,1408.51,15.75,1.334
20040723,1375.48,16.5,1.338
20040726,1368.4,17.3,1.392
20040727,1391.5,16.55,1.437
20040728,1383.75,16.15,1.42
20040729,1398.55,15.68,1.412
20040730,1400.39,15.32,1.412
20040802,1406.33,15.37,1.432
20040803,1379.14,16.03,1.457
20040804,1379.21,16.21,1.452
20040805,1353.44,18.32,1.444
20040806,1315.3,19.34,1.406
20040809,1318.83,18.89,1.444
20040810,1346.71,17.47,1.472
20040811,1324.65,18.04,1.415
20040812,1304.43,19.08,1.408
20040813,1307.82,17.98,1.401
20040816,1326.84,17.57,1.427
20040817,1335.72,17.02,1.454
20040818,1363.73,16.23,1.447
20040819,1353.24,16.96,1.442
20040820,1366.73,16.0,1.454
20040823,1370.9,15.88,1.477
20040824,1369.78,15.33,1.517
20040825,1389.17,14.98,1.512
20040826,1383.98,14.91,1.516
20040827,1388.56,14.71,1.522
20040830,1367.94,15.44,1.542
20040831,1368.68,15.29,1.568
20040901,1377.96,14.91,1.547
20040902,1398.34,14.28,1.563
20040903,1371.82,13.91,1.612
20040907,1381.84,14.07,1.597
20040908,1376.77,14.06,1.612
20040909,1391.53,14.01,1.608
20040910,1413.0,13.76,1.623
20040913,1427.34,13.17,1.616
20040914,1434.37,13.56,1.623
20040915,1415.3,14.64,1.632
20040916,1417.97,14.39,1.632
20040917,1426.3,14.03,1.668
20040920,1424.72,14.43,1.663
20040921,1435.91,13.66,1.683
20040922,1404.22,14.74,1.674
20040923,1405.77,14.8,1.686
20040924,1399.05,14.28,1.691
20040927,1385.55,14.62,1.682
20040928,1389.7,13.83,1.687
20040929,1410.86,13.21,1.68
20040930,1412.74,13.34,1.674
20041001,1452.94,12.75,1.657
20041004,1459.01,13.41,1.651
20041005,1461.76,13.95,1.671
20041006,1474.36,13.28,1.673
20041007,1455.77,14.5,1.662
20041008,1430.96,15.05,1.657
20041011,1437.73,14.71,1.657
20041012,1435.0,15.05,1.653
20041013,1434.46,15.42,1.687
20041014,1425.21,16.43,1.697
20041015,1430.98,15.04,1.712
20041018,1457.31,14.71,1.737
20041019,1443.8,15.13,1.782
20041020,1452.26,14.85,1.787
20041021,1474.79,14.54,1.797
20041022,1438.25,15.28,1.807
20041025,1432.57,16.58,1.832
20041026,1442.14,16.39,1.874
20041027,1480.03,15.72,1.877
20041028,1487.12,15.39,1.867
20041029,1486.72,16.27,1.867
20041101,1488.79,16.27,1.882
20041102,1494.83,16.18,1.943
20041103,1503.89,14.04,1.918
20041104,1516.2,13.97,1.937
20041105,1525.24,13.84,1.982
20041108,1527.13,13.8,2.002
20041109,1527.0,13.61,2.037
20041110,1517.06,13.08,2.029
20041111,1541.7,13.04,2.029
20041112,1558.41,13.33,2.036
20041115,1560.96,13.38,2.057
20041116,1548.53,13.21,2.091
20041117,1571.12,13.21,2.08
20041118,1580.81,12.98,2.087
20041119,1552.11,13.5,2.096
20041122,1568.28,12.97,2.122
20041123,1562.6,12.67,2.134
20041124,1582.55,12.72,2.132
20041126,1578.26,12.79,2.152
20041129,1580.44,13.3,2.157
20041130,1571.5,13.24,2.182
20041201,1607.15,12.97,2.172
20041202,1613.15,12.98,2.172
20041203,1614.4,12.96,2.167
20041206,1619.59,13.19,2.184
20041207,1589.33,13.67,2.202
20041208,1601.91,13.19,2.197
20041209,1609.79,12.88,2.197
20041210,1605.16,12.76,2.201
20041213,1621.16,12.54,2.179
20041214,1627.46,12.73,2.177
20041215,1623.63,12.35,2.167
20041216,1607.62,12.27,2.155
20041217,1596.61,11.95,2.152
20041220,1591.97,11.83,2.158
20041221,1609.26,11.55,2.172
20041222,1613.57,11.45,2.147
20041223,1613.77,11.23,2.147
20041227,1607.59,12.14,2.182
20041228,1624.19,12.0,2.211
20041229,1624.95,11.62,2.182
20041230,1623.76,12.56,2.17
20041231,1621.12,13.29,2.182
20050103,1603.51,14.08,2.204
20050104,1571.83,13.98,2.292
20050105,1563.76,14.09,2.282
20050106,1557.52,13.58,2.267
20050107,1564.81,13.49,2.277
20050110,1564.92,13.23,2.273
20050111,1553.4,13.19,2.302
20050112,1565.78,12.56,2.292
20050113,1545.18,12.84,2.302
20050114,1561.11,12.43,2.32
20050118,1573.49,12.47,2.302
20050119,1545.65,13.18,2.327
20050120,1514.56,13.83,2.307
20050121,1503.64,14.36,2.302
20050124,1480.66,14.65,2.301
20050125,1490.57,14.06,2.361
20050126,1509.01,13.44,2.365
20050127,1507.55,13.24,2.387
20050128,1499.46,13.24,2.407
20050131,1519.63,12.82,2.422
20050201,1523.66,12.03,2.462
20050202,1525.1,11.66,2.458
20050203,1508.24,11.79,2.432
20050204,1534.49,11.21,2.422
20050207,1529.05,11.73,2.437
20050208,1532.69,11.6,2.465
20050209,1506.81,12.0,2.467
20050210,1506.83,11.51,2.467
20050211,1530.51,11.43,2.494
20050214,1538.21,11.52,2.482
20050215,1547.3,11.27,2.532
20050216,1542.41,11.1,2.527
20050217,1519.29,11.77,2.527
20050218,1515.4,11.18,2.552
20050222,1494.07,13.14,2.573
20050223,1497.09,12.39,2.625
20050224,1517.71,11.57,2.637
20050225,1526.9,11.49,2.675
20050228,1511.02,12.08,2.69
20050301,1527.25,12.04,2.692
20050302,1525.28,12.5,2.677
20050303,1511.89,12.93,2.692
20050304,1520.58,11.94,2.692
20050307,1545.2,12.26,2.677
20050308,1528.65,12.4,2.692
20050309,1521.98,12.7,2.692
20050310,1524.38,12.49,2.687
20050311,1505.64,12.8,2.692
20050314,1515.09,12.39,2.712
20050315,1502.06,13.15,2.737
20050316,1486.23,13.49,2.732
20050317,1487.63,13.29,2.727
20050318,1484.4,13.14,2.742
20050321,1484.45,13.61,2.757
20050322,1465.09,14.27,2.802
20050323,1471.77,14.06,2.761
20050324,1469.94,13.42,2.77
20050328,1472.71,13.75,2.772
20050329,1464.34,14.49,2.772
20050330,1491.74,13.64,2.762
20050331,1482.53,14.02,2.722
20050401,1469.35,14.09,2.727
20050404,1476.72,14.11,2.688
20050405,1483.75,13.68,2.728
20050406,1480.67,13.15,2.702
20050407,1499.71,12.33,2.7
20050408,1485.6,12.62,2.712
20050411,1478.55,11.98,2.697
20050412,1489.16,11.3,2.707
20050413,1461.68,13.31,2.717
20050414,1441.13,14.53,2.712
20050415,1408.59,17.74,2.724
20050418,1409.98,16.56,2.812
20050419,1420.8,14.96,2.847
20050420,1406.85,16.92,2.807
20050421,1447.37,14.41,2.817
20050422,1421.21,15.38,2.858
20050425,1437.31,14.62,2.832
20050426,1420.43,14.91,2.852
20050427,1423.76,14.87,2.82
20050428,1409.29,16.86,2.811
20050429,1420.79,15.31,2.837
20050502,1423.71,15.12,2.822
20050503,1427.61,14.53,2.85
20050504,1452.2,13.85,2.795
20050505,1450.16,13.98,2.747
20050506,1456.0,14.05,2.802
20050509,1463.38,13.75,2.797
20050510,1450.36,14.91,2.822
20050511,1459.55,14.45,2.802
20050512,1454.79,16.12,2.817
20050513,1470.63,16.32,2.757
20050516,1480.68,15.68,2.747
20050517,1490.14,14.57,2.812
20050518,1509.26,13.63,2.787
20050519,1521.43,13.32,2.802
20050520,1528.06,13.14,2.825
20050523,1535.22,12.95,2.845
20050524,1540.47,12.69,2.882
20050525,1532.71,12.58,2.87
20050526,1548.8,12.24,2.867
20050527,1549.8,12.15,2.887
20050531,1542.63,13.29,2.882
20050601,1559.5,12.36,2.907
20050602,1568.96,11.84,2.908
20050603,1544.48,12.15,2.93
20050606,1545.27,12.28,2.932
20050607,1531.12,12.39,2.947
20050608,1527.68,12.7,2.947
20050609,1539.46,12.08,2.927
20050610,1521.02,11.96,2.937
20050613,1529.13,11.65,2.937
20050614,1524.42,11.79,2.962
20050615,1529.49,11.46,2.955
20050616,1537.42,11.15,2.902
20050617,1538.13,11.48,2.913
20050620,1537.31,11.47,2.92
20050621,1536.48,11.08,2.95
20050622,1534.36,11.05,2.962
20050623,1515.95,12.13,3.0
20050624,1500.18,12.18,3.0
20050627,1493.75,12.52,3.035
20050628,1508.61,11.58,3.075
20050629,1504.11,11.77,3.063
20050630,1493.52,12.04,3.06
20050701,1490.53,11.4,3.09
20050705,1506.35,11.68,3.137
20050706,1498.05,12.27,3.12
20050707,1503.78,12.49,3.08
20050708,1533.27,11.45,3.095
20050711,1547.66,11.28,3.095
20050712,1555.59,10.95,3.135
20050713,1557.62,10.84,3.145
20050714,1573.44,10.81,3.152
20050715,1577.82,10.33,3.178
20050718,1570.09,10.77,3.18
20050719,1590.49,10.45,3.222
20050720,1602.75,10.23,3.228
20050721,1601.89,10.97,3.268
20050722,1600.76,10.52,3.293
20050725,1593.57,11.1,3.315
20050726,1598.93,10.99,3.359
20050727,1611.95,10.36,3.325
20050728,1618.64,10.52,3.315
20050729,1605.14,11.57,3.332
20050801,1610.11,12.08,3.355
20050802,1627.01,11.75,3.402
20050803,1627.19,11.83,3.385
20050804,1608.74,12.52,3.38
20050805,1601.59,12.48,3.437
20050808,1589.97,13.21,3.428
20050809,1601.14,12.4,3.435
20050810,1585.71,12.38,3.434
20050811,1600.65,12.42,3.422
20050812,1591.75,12.74,3.433
20050815,1600.71,12.26,3.427
20050816,1574.01,13.52,3.452
20050817,1582.29,13.3,3.435
20050818,1575.76,13.42,3.41
20050819,1573.72,13.42,3.428
20050822,1575.59,13.42,3.422
20050823,1571.3,13.34,3.44
20050824,1561.71,14.17,3.43
20050825,1565.88,13.73,3.435
20050826,1558.84,13.72,3.467
20050829,1571.52,13.52,3.485
20050830,1565.73,13.65,3.477
20050831,1581.71,12.6,3.43
20050901,1577.25,13.15,3.365
20050902,1573.12,13.57,3.377
20050906,1597.27,12.93,3.41
20050907,1599.86,12.52,3.405
20050908,1597.68,12.93,3.398
20050909,1607.83,11.98,3.397
20050912,1612.2,11.65,3.415
20050913,1607.38,12.39,3.404
20050914,1589.63,12.91,3.345
20050915,1588.55,12.49,3.355
20050916,1599.44,11.22,3.409
20050919,1586.05,12.14,3.44
20050920,1578.2,12.64,3.525
20050921,1561.84,13.79,3.342
20050922,1567.36,13.33,3.38
20050923,1571.75,12.96,3.39
20050926,1572.86,13.04,3.425
20050927,1568.84,12.76,3.405
20050928,1568.81,12.63,3.387
20050929,1589.93,12.24,3.458
20050930,1601.66,11.92,3.47
20051003,1605.59,12.46,3.485
20051004,1595.54,13.2,3.535
20051005,1571.52,14.55,3.49
20051006,1552.94,14.96,3.512
20051007,1555.92,14.59,3.533
20051010,1546.99,15.55,3.533
20051011,1539.31,15.63,3.56
20051012,1521.19,16.22,3.615
20051013,1533.8,16.47,3.662
20051014,1544.29,14.87,3.702
20051017,1549.88,14.67,3.697
20051018,1538.43,15.33,3.77
20051019,1569.61,13.5,3.757
20051020,1555.59,16.11,3.76
20051021,1565.12,16.13,3.765
20051024,1590.65,14.74,3.765
20051025,1585.82,14.53,3.837
20051026,1575.14,14.59,3.805
20051027,1543.38,16.02,3.792
20051028,1557.11,14.25,3.825
20051031,1579.18,15.32,3.805
20051101,1576.52,14.85,3.862
20051102,1597.29,13.48,3.837
20051103,1619.67,13.0,3.847
20051104,1628.03,13.17,3.865
20051107,1629.27,13.1,3.827
20051108,1628.4,13.08,3.862
20051109,1630.21,12.8,3.877
20051110,1650.93,11.9,3.872
20051111,1653.36,11.63,3.872
20051114,1651.9,12.18,3.882
20051115,1644.31,12.23,3.915
20051116,1651.45,12.26,3.912
20051117,1676.39,11.25,3.912
20051118,1679.85,11.12,3.912
20051121,1686.23,10.82,3.895
20051122,1694.14,10.6,3.832
20051123,1696.77,10.96,3.852
20051125,1701.05,10.88,3.852
20051128,1684.39,11.84,3.83
20051129,1676.84,11.89,3.887
20051130,1672.56,12.06,3.857
20051201,1704.28,11.24,3.877
20051202,1709.1,11.01,3.892
20051205,1694.77,11.6,3.91
20051206,1701.35,11.52,3.932
20051207,1697.04,12.18,3.93
20051208,1685.59,12.21,3.845
20051209,1692.62,11.69,3.842
20051212,1698.35,11.47,3.825
20051213,1705.77,11.11,3.827
20051214,1698.98,10.48,3.802
20051215,1701.7,10.73,3.84
20051216,1688.68,10.68,3.832
20051219,1664.36,11.38,3.86
20051220,1665.07,11.19,3.887
20051221,1670.61,10.81,3.892
20051222,1683.35,10.29,3.902
20051223,1682.92,10.27,3.895
20051227,1668.37,11.57,3.877
20051228,1667.1,11.35,3.862
20051229,1655.36,11.61,3.912
20051230,1645.2,12.07,3.985
20060103,1679.93,11.14,4.02
20060104,1695.83,11.37,4.082
20060105,1705.29,11.31,4.09
20060106,1734.99,11.0,4.107
20060109,1741.9,11.13,4.117
20060110,1744.02,10.86,4.177
20060111,1758.24,10.94,4.192
20060112,1747.35,11.2,4.205
20060113,1746.78,11.23,4.22
20060117,1736.39,11.91,4.232
20060118,1716.62,12.25,4.247
20060119,1729.92,11.98,4.242
20060120,1676.38,14.56,4.252
20060123,1676.3,13.93,4.247
20060124,1686.22,13.31,4.295
20060125,1677.0,12.87,4.307
20060126,1690.49,12.42,4.332
20060127,1711.11,11.97,4.337
20060130,1713.45,12.39,4.342
20060131,1710.75,12.95,4.37
20060201,1713.02,12.36,4.362
20060202,1685.77,13.23,4.362
20060203,1664.53,12.96,4.362
20060206,1657.54,13.04,4.347
20060207,1651.84,13.59,4.382
20060208,1670.47,12.83,4.392
20060209,1654.08,13.12,4.397
20060210,1663.75,12.87,4.425
20060213,1645.83,13.35,4.422
20060214,1661.95,12.25,4.447
20060215,1673.15,12.31,4.432
20060216,1688.61,11.48,4.43
20060217,1675.21,12.01,4.427
20060221,1655.68,12.41,4.445
20060222,1677.52,11.88,4.452
20060223,1672.29,11.87,4.477
20060224,1676.5,11.46,4.482
20060227,1695.66,11.59,4.49
20060228,1670.57,12.34,4.507
20060301,1694.58,11.54,4.487
20060302,1693.78,11.72,4.487
20060303,1684.32,11.96,4.492
20060306,1669.94,12.74,4.465
20060307,1661.02,12.66,4.482
20060308,1661.86,12.32,4.485
20060309,1645.09,12.68,4.475
20060310,1648.23,11.85,4.49
20060313,1653.79,11.37,4.492
20060314,1681.15,10.74,4.477
20060315,1694.46,11.35,4.5
20060316,1679.05,11.98,4.492
20060317,1685.66,12.12,4.517
20060320,1688.98,11.79,4.53
20060321,1672.47,11.62,4.567
20060322,1676.32,11.21,4.567
20060323,1670.73,11.17,4.547
20060324,1679.81,11.19,4.535
20060327,1680.63,11.46,4.517
20060328,1673.03,11.58,4.527
20060329,1703.84,10.95,4.502
20060330,1708.68,11.57,4.485
20060331,1703.66,11.39,4.515
20060403,1706.77,11.57,4.527
20060404,1716.55,11.14,4.552
20060405,1732.74,11.13,4.547
20060406,1739.2,11.45,4.552
20060407,1723.03,12.26,4.562
20060410,1718.86,12.19,4.567
20060411,1704.4,13.0,4.572
20060412,1704.75,12.76,4.582
20060413,1712.07,12.38,4.577
20060417,1694.32,12.58,4.577
20060418,1726.64,11.4,4.597
20060419,1734.04,11.32,4.602
20060420,1728.9,11.64,4.602
20060421,1709.02,11.59,4.625
20060424,1706.44,11.75,4.622
20060425,1701.47,11.75,4.655
20060426,1702.2,11.76,4.657
20060427,1717.14,11.84,4.657
20060428,1700.71,11.59,4.65
20060501,1686.61,12.54,4.647
20060502,1689.93,11.99,4.682
20060503,1686.3,11.99,4.697
20060504,1701.03,11.86,4.672
20060505,1713.84,11.62,4.695
20060508,1715.23,12.0,4.7
20060509,1711.17,11.99,4.755
20060510,1694.82,11.78,4.752
20060511,1657.48,12.49,4.695
20060512,1635.81,14.19,4.707
20060515,1634.78,13.57,4.697
20060516,1623.69,13.35,4.707
20060517,1598.91,16.26,4.707
20060518,1587.11,16.99,4.707
20060519,1600.86,17.18,4.697
20060522,1584.57,17.72,4.682
20060523,1569.01,18.26,4.712
20060524,1580.18,17.36,4.702
20060525,1599.68,15.5,4.697
20060526,1606.37,14.26,4.712
20060530,1571.29,18.66,4.697
20060531,1579.58,16.44,4.715
20060601,1616.57,14.52,4.707
20060602,1612.9,14.32,4.682
20060605,1577.5,16.65,4.702
20060606,1575.39,17.34,4.737
20060607,1565.22,17.8,4.732
20060608,1561.55,18.35,4.735
20060609,1550.97,18.12,4.747
20060612,1520.31,20.96,4.782
20060613,1516.85,23.81,4.772
20060614,1530.26,21.46,4.76
20060615,1573.08,15.9,4.72
20060616,1562.84,17.25,4.745
20060619,1548.94,17.83,4.755
20060620,1548.32,16.69,4.8
20060621,1573.56,15.52,4.785
20060622,1554.49,15.88,4.775
20060623,1551.05,15.89,4.835
20060626,1556.17,15.62,4.85
20060627,1527.0,16.4,4.91
20060628,1538.25,15.79,4.87
20060629,1585.56,13.03,4.865
20060630,1575.23,13.08,4.86
20060703,1586.25,13.05,4.885
20060705,1553.95,14.15,4.87
20060706,1551.55,13.65,4.87
20060707,1533.71,13.97,4.875
20060710,1520.9,14.02,4.875
20060711,1533.06,13.14,4.915
20060712,1501.46,14.49,4.925
20060713,1478.16,17.79,4.915
20060714,1462.17,18.05,4.915
20060717,1468.5,18.64,4.94
20060718,1472.34,17.74,5.0
20060719,1490.6,15.55,4.97
20060720,1466.89,16.21,4.945
20060721,1451.88,17.4,4.945
20060724,1482.34,14.98,4.945
20060725,1489.52,14.85,5.0
20060726,1487.88,14.62,4.97
20060727,1478.53,14.94,4.955
20060728,1510.3,14.33,4.92
20060731,1509.43,14.95,4.935
20060801,1484.94,15.05,4.985
20060802,1500.48,14.34,4.965
20060803,1510.6,14.46,4.97
20060804,1503.84,14.34,4.945
20060807,1494.13,15.23,4.97
20060808,1484.8,15.23,4.975
20060809,1485.64,15.2,4.935
20060810,1496.28,14.46,4.915
20060811,1486.74,14.3,4.935
20060814,1494.33,14.26,4.955
20060815,1534.43,13.42,4.96
20060816,1570.06,12.41,4.93
20060817,1573.59,12.24,4.955
20060818,1576.46,11.64,4.96
20060821,1561.12,12.22,4.955
20060822,1563.43,12.19,4.965
20060823,1550.41,12.4,4.96
20060824,1555.19,12.4,4.955
20060825,1557.7,12.31,4.965
20060828,1570.29,12.18,4.96
20060829,1573.65,12.28,4.935
20060830,1581.95,12.22,4.92
20060831,1579.73,12.31,4.905
20060901,1589.47,11.96,4.885
20060905,1603.69,12.63,4.85
20060906,1572.2,13.74,4.83
20060907,1564.84,13.88,4.83
20060908,1574.71,13.16,4.8
20060911,1583.78,12.99,4.81
20060912,1615.75,11.92,4.78
20060913,1623.99,11.18,4.78
20060914,1625.98,11.55,4.81
20060915,1632.44,11.76,4.815
20060918,1632.17,11.78,4.805
20060919,1621.07,11.98,4.82
20060920,1645.35,11.39,4.81
20060921,1634.87,12.25,4.785
20060922,1622.37,12.59,4.79
20060925,1650.37,12.12,4.77
20060926,1659.2,11.53,4.755
20060927,1655.67,11.58,4.75
20060928,1661.59,11.72,4.74
20060929,1654.13,11.98,4.76
20061002,1632.81,12.57,4.76
20061003,1640.29,12.24,4.775
20061004,1681.14,11.86,4.795
20061005,1689.43,11.98,4.8
20061006,1684.88,11.56,4.81
20061009,1691.08,11.68,4.81
20061010,1693.29,11.52,4.855
20061011,1691.28,11.62,4.885
20061012,1718.54,11.09,4.92
20061013,1727.21,10.75,4.92
20061016,1727.61,11.09,4.93
20061017,1709.61,11.73,4.95
